"","dbn","feeder_school","n_hs_applicants","n_testers","n_offers","year","zip"
"1485","07X151","J.H.S. 151 LOU GEHRIG",91,5,5,"2018"," 10451"
"1486","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",101,5,5,"2018"," 10454"
"1487","07X223","THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X",98,10,5,"2018"," 10454"
"1488","07X224","P.S./I.S. 224",132,16,5,"2018"," 10454"
"1489","07X296","SOUTH BRONX ACADEMY FOR APPLIED MEDIA",97,38,5,"2018"," 10456"
"1490","07X298","ACADEMY OF PUBLIC RELATIONS",91,5,5,"2018"," 10456"
"1491","07X343","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY",102,21,5,"2018"," 10454"
"1492","07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",67,12,5,"2018"," 10455"
"1493","07X551","THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS",87,14,5,"2018"," 10451"
"1494","07X584","I.S. 584",99,6,5,"2018"," 10455"
"1495","08X071","P.S. 071 ROSE E. SCALA",172,54,7,"2018"," 10461"
"1496","08X101","M.S. X101 EDWARD R. BYRNE",176,84,19,"2018"," 10465"
"1497","08X123","J.H.S. 123 JAMES M. KIERAN",129,24,5,"2018"," 10472"
"1498","08X131","J.H.S. 131 ALBERT EINSTEIN",166,19,5,"2018"," 10473"
"1499","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",98,7,5,"2018"," 10459"
"1500","08X301","M.S. 301 PAUL L. DUNBAR",108,10,5,"2018"," 10456"
"1501","08X302","M.S. 302 LUISA DESSUS CRUZ",185,36,5,"2018"," 10455"
"1502","08X337","THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE",169,48,6,"2018"," 10472"
"1503","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOG",105,16,5,"2018"," 10473"
"1504","08X371","URBAN INSTITUTE OF MATHEMATICS",129,36,5,"2018"," 10465"
"1505","08X375","THE BRONX MATHEMATICS PREPARATORY SCHOOL",83,13,5,"2018"," 10473"
"1506","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA",89,16,5,"2018"," 10473"
"1507","08X424","THE HUNTS POINT SCHOOL",105,5,5,"2018"," 10474"
"1508","08X448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP",133,21,5,"2018"," 10473"
"1509","08X467","MOTT HALL COMMUNITY SCHOOL",127,18,5,"2018"," 10465"
"1510","08X562","BLUEPRINT MIDDLE SCHOOL",240,87,5,"2018"," 10472"
"1511","09X004","P.S./M.S. 004 CROTONA PARK WEST",74,7,5,"2018"," 10457"
"1512","09X022","J.H.S. 022 JORDAN L. MOTT",159,21,5,"2018"," 10456"
"1513","09X117","I.S. 117 JOSEPH H. WADE",191,8,5,"2018"," 10453"
"1514","09X128","MOTT HALL III",118,109,5,"2018"," 10456"
"1515","09X215","KAPPA",95,20,5,"2018"," 10456"
"1516","09X218","P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL",118,46,5,"2018"," 10452"
"1517","09X219","I.S. 219 NEW VENTURE SCHOOL",120,5,5,"2018"," 10456"
"1518","09X229","I.S. 229 ROLAND PATTERSON",79,6,5,"2018"," 10453"
"1519","09X231","EAGLE ACADEMY FOR YOUNG MEN",77,5,5,"2018"," 10457"
"1520","09X232","I.S. 232",170,29,5,"2018"," 10453"
"1521","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE",93,13,5,"2018"," 10457"
"1522","09X303","I.S. X303 LEADERSHIP & COMMUNITY SERVICE",104,12,5,"2018"," 10453"
"1523","09X313","I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT",119,13,5,"2018"," 10457"
"1524","09X323","BRONX WRITING ACADEMY",163,10,5,"2018"," 10456"
"1525","09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN",99,5,5,"2018"," 10456"
"1526","09X327","COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327",97,14,5,"2018"," 10452"
"1527","09X328","NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL",103,5,5,"2018"," 10456"
"1528","09X339","I.S. 339",173,5,5,"2018"," 10457"
"1529","09X350","NEW DIRECTIONS SECONDARY SCHOOL",34,5,5,"2018"," 10457"
"1530","09X361","THE HIGHBRIDGE GREEN SCHOOL",124,23,5,"2018"," 10452"
"1531","09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",45,5,5,"2018"," 10457"
"1532","09X454","SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL",166,38,5,"2018"," 10456"
"1533","09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",93,16,5,"2018"," 10451"
"1534","09X568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX",75,34,5,"2018"," 10453"
"1535","09X594","M.S. 594",59,5,5,"2018"," 10456"
"1536","10X003","P.S. 3 RAUL JULIA MICRO SOCIETY",31,8,5,"2018"," 10457"
"1537","10X015","P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING",57,31,5,"2018"," 10453"
"1538","10X020","P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",117,33,5,"2018"," 10467"
"1539","10X037","P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL",45,10,5,"2018"," 10463"
"1540","10X045","THOMAS C. GIORDANO MIDDLE SCHOOL 45",240,45,5,"2018"," 10458"
"1541","10X080","J.H.S. 080 THE MOSHOLU PARKWAY",234,51,5,"2018"," 10467"
"1542","10X095","P.S. 095 SHEILA MENCHER",159,56,5,"2018"," 10463"
"1543","10X118","J.H.S. 118 WILLIAM W. NILES",366,246,17,"2018"," 10457"
"1544","10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H",241,84,10,"2018"," 10463"
"1545","10X206","I.S. 206 ANN MERSEREAU",74,9,5,"2018"," 10468"
"1546","10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",62,7,5,"2018"," 10457"
"1547","10X228","JONAS BRONCK ACADEMY",91,62,5,"2018"," 10458"
"1548","10X243","WEST BRONX ACADEMY FOR THE FUTURE",86,12,5,"2018"," 10458"
"1549","10X244","THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM",291,76,5,"2018"," 10463"
"1550","10X254","I.S. 254",167,15,5,"2018"," 10458"
"1551","10X279","P.S. 279 CAPTAIN MANUEL RIVERA, JR.",128,29,5,"2018"," 10453"
"1552","10X280","P.S./M.S. 280 MOSHOLU PARKWAY",124,28,5,"2018"," 10467"
"1553","10X308","BRONX DANCE ACADEMY SCHOOL",84,20,5,"2018"," 10467"
"1554","10X331","THE BRONX SCHOOL OF YOUNG LEADERS",144,32,5,"2018"," 10453"
"1555","10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",50,7,5,"2018"," 10468"
"1556","10X363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE",200,48,5,"2018"," 10468"
"1557","10X368","IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)",175,28,5,"2018"," 10463"
"1558","10X390","M.S. 390",182,21,5,"2018"," 10453"
"1559","10X391","THE ANGELO PATRI MIDDLE SCHOOL",155,12,5,"2018"," 10457"
"1560","10X447","CRESTON ACADEMY",166,32,5,"2018"," 10453"
"1561","10X459","EAST FORDHAM ACADEMY FOR THE ARTS",104,7,5,"2018"," 10468"
"1562","11X019","P.S. 019 JUDITH K. WEISS",61,28,5,"2018"," 10470"
"1563","11X083","P.S. 083 DONALD HERTZ",223,81,8,"2018"," 10462"
"1564","11X089","P.S. 089 BRONX",168,46,5,"2018"," 10469"
"1565","11X127","J.H.S. 127 THE CASTLE HILL",306,155,12,"2018"," 10462"
"1566","11X144","J.H.S. 144 MICHELANGELO",181,42,5,"2018"," 10469"
"1567","11X175","P.S. 175 CITY ISLAND",54,15,5,"2018"," 10464"
"1568","11X180","M.S. 180 DR. DANIEL HALE WILLIAMS",301,187,5,"2018"," 10475"
"1569","11X181","I.S. 181 PABLO CASALS",283,109,8,"2018"," 10475"
"1570","11X194","P.S./M.S. 194",171,76,9,"2018"," 10462"
"1571","11X287","NORTH BRONX SCHOOL OF EMPOWERMENT",205,31,5,"2018"," 10467"
"1572","11X326","BRONX GREEN MIDDLE SCHOOL",144,26,5,"2018"," 10467"
"1573","11X355","BRONX ALLIANCE MIDDLE SCHOOL",107,17,5,"2018"," 10466"
"1574","11X370","LEADERS OF TOMORROW",149,22,5,"2018"," 10467"
"1575","11X462","CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO",88,13,5,"2018"," 10475"
"1576","11X468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME",104,37,5,"2018"," 10467"
"1577","11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY",95,28,5,"2018"," 10462"
"1578","11X529","ONE WORLD MIDDLE SCHOOL AT EDENWALD",116,32,5,"2018"," 10466"
"1579","11X532","BAYCHESTER MIDDLE SCHOOL",102,11,5,"2018"," 10466"
"1580","11X556","BRONX PARK MIDDLE SCHOOL",140,46,5,"2018"," 10467"
"1581","11X566","PELHAM GARDENS MIDDLE SCHOOL",173,44,5,"2018"," 10469"
"1582","12X098","J.H.S. 098 HERMAN RIDDER",116,5,5,"2018"," 10460"
"1583","12X129","M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEAD",183,36,5,"2018"," 10460"
"1584","12X190","E.S.M.T- I.S. 190",99,8,5,"2018"," 10460"
"1585","12X211","P.S. 211",89,11,5,"2018"," 10457"
"1586","12X214","P.S. 214",179,31,5,"2018"," 10460"
"1587","12X217","SCHOOL OF PERFORMING ARTS",93,9,5,"2018"," 10459"
"1588","12X242","MOTT HALL V",99,12,5,"2018"," 10472"
"1589","12X267","BRONX LATIN",84,7,5,"2018"," 10456"
"1590","12X271","EAST BRONX ACADEMY FOR THE FUTURE",98,5,5,"2018"," 10460"
"1591","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL",87,15,5,"2018"," 10457"
"1592","12X286","FANNIE LOU HAMER MIDDLE SCHOOL",92,13,5,"2018"," 10460"
"1593","12X316","KAPPA III",131,31,5,"2018"," 10460"
"1594","12X318","I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",94,35,5,"2018"," 10457"
"1595","12X341","ACCION ACADEMY",155,5,5,"2018"," 10459"
"1596","12X383","EMOLIOR ACADEMY",103,19,5,"2018"," 10460"
"1597","13K008","P.S. 008 ROBERT FULTON",91,53,9,"2018"," 11201"
"1598","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER",101,38,5,"2018"," 11205"
"1599","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS",31,5,5,"2018"," 11205"
"1600","13K266","M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL",42,8,5,"2018"," 11217"
"1601","13K301","SATELLITE EAST MIDDLE SCHOOL",37,5,5,"2018"," 11216"
"1602","13K313","DOCK STREET SCHOOL FOR STEAM STUDIES",82,32,5,"2018"," 11201"
"1603","13K351","THE URBAN ASSEMBLY UNISON SCHOOL",57,15,5,"2018"," 11238"
"1604","13K492","ACADEMY OF ARTS AND LETTERS",63,24,7,"2018"," 11205"
"1605","13K527","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y",58,24,5,"2018"," 11201"
"1606","13K691","FORT GREENE PREPARATORY ACADEMY",76,6,5,"2018"," 11205"
"1607","14K050","J.H.S. 050 JOHN D. WELLS",109,36,5,"2018"," 11211"
"1608","14K071","JUAN MOREL CAMPOS SECONDARY SCHOOL",67,5,5,"2018"," 11206"
"1609","14K084","P.S. 084 JOSE DE DIEGO",71,41,5,"2018"," 11211"
"1610","14K126","JOHN ERICSSON MIDDLE SCHOOL 126",108,31,5,"2018"," 11222"
"1611","14K157","P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY",49,48,5,"2018"," 11205"
"1612","14K318","I.S. 318 EUGENIO MARIA DE HOSTOS",356,158,23,"2018"," 11206"
"1613","14K577","CONSELYEA PREPARATORY SCHOOL",177,84,5,"2018"," 11211"
"1614","14K582","M.S. 582",87,35,5,"2018"," 11206"
"1615","14K586","LYONS COMMUNITY SCHOOL",57,5,5,"2018"," 11206"
"1616","14K614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",56,10,5,"2018"," 11206"
"1617","15K051","M.S. 51 WILLIAM ALEXANDER",371,295,122,"2018"," 11215"
"1618","15K088","J.H.S. 088 PETER ROUGET",448,130,10,"2018"," 11215"
"1619","15K136","I.S. 136 CHARLES O. DEWEY",171,33,5,"2018"," 11232"
"1620","15K442","M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION",71,22,5,"2018"," 11231"
"1621","15K443","NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS",186,83,13,"2018"," 11215"
"1622","15K447","THE MATH & SCIENCE EXPLORATORY SCHOOL",177,141,60,"2018"," 11217"
"1623","15K448","BROOKLYN COLLABORATIVE STUDIES",92,8,5,"2018"," 11231"
"1624","15K464","PARK SLOPE COLLEGIATE",73,19,5,"2018"," 11215"
"1625","15K497","THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES",106,34,5,"2018"," 11201"
"1626","15K821","SUNSET PARK PREP",171,39,5,"2018"," 11232"
"1627","15K839","M.S. 839",109,46,7,"2018"," 11218"
"1628","16K035","M.S. 035 STEPHEN DECATUR",98,20,5,"2018"," 11233"
"1629","16K057","J.H.S. 057 WHITELAW REID",66,18,5,"2018"," 11221"
"1630","16K267","M.S. 267 MATH, SCIENCE & TECHNOLOGY",89,36,5,"2018"," 11221"
"1631","16K308","P.S. 308 CLARA CARDWELL",38,7,5,"2018"," 11221"
"1632","16K681","MADIBA PREP MIDDLE SCHOOL",38,14,5,"2018"," 11221"
"1633","17K002","PARKSIDE PREPARATORY ACADEMY",171,68,5,"2018"," 11226"
"1634","17K061","M.S. 061 DR. GLADSTONE H. ATWELL",280,88,6,"2018"," 11225"
"1635","17K138","P.S. 138 BROOKLYN",74,11,5,"2018"," 11216"
"1636","17K181","P.S. 181 BROOKLYN",74,28,5,"2018"," 11203"
"1637","17K189","P.S. 189 THE BILINGUAL CENTER",155,49,5,"2018"," 11212"
"1638","17K246","M.S. 246 WALT WHITMAN",145,16,5,"2018"," 11226"
"1639","17K340","I.S. 340",90,25,5,"2018"," 11238"
"1640","17K352","EBBETS FIELD MIDDLE SCHOOL",60,12,5,"2018"," 11225"
"1641","17K353","ELIJAH STROUD MIDDLE SCHOOL",61,5,5,"2018"," 11238"
"1642","17K354","THE SCHOOL OF INTEGRATED LEARNING",65,53,5,"2018"," 11213"
"1643","17K382","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA",55,5,5,"2018"," 11226"
"1644","17K394","M.S. K394",50,17,5,"2018"," 11213"
"1645","17K484","RONALD EDMONDS LEARNING CENTER II",59,5,5,"2018"," 11233"
"1646","17K543","SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",65,17,5,"2018"," 11226"
"1647","17K590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",112,23,5,"2018"," 11225"
"1648","17K722","NEW HEIGHTS MIDDLE SCHOOL",76,16,5,"2018"," 11203"
"1649","18K066","P.S. 66",100,41,5,"2018"," 11236"
"1650","18K068","I.S. 068 ISAAC BILDERSEE",127,17,5,"2018"," 11236"
"1651","18K211","I.S. 211 JOHN WILSON",201,62,5,"2018"," 11236"
"1652","18K235","P.S. 235 JANICE MARIE KNIGHT SCHOOL",93,74,12,"2018"," 11236"
"1653","18K285","I.S. 285 MEYER LEVIN",222,67,5,"2018"," 11203"
"1654","18K366","THE SCIENCE AND MEDICINE MIDDLE SCHOOL",127,21,5,"2018"," 11236"
"1655","18K581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",110,12,5,"2018"," 11203"
"1656","18K588","MIDDLE SCHOOL FOR ART AND PHILOSOPHY",71,10,5,"2018"," 11212"
"1657","18K763","BROOKLYN SCIENCE AND ENGINEERING ACADEMY",82,51,5,"2018"," 11203"
"1658","19K089","P.S. 089 CYPRESS HILLS",51,17,5,"2018"," 11207"
"1659","19K171","I.S. 171 ABRAHAM LINCOLN",154,5,5,"2018"," 11208"
"1660","19K218","J.H.S. 218 JAMES P. SINNOTT",170,26,5,"2018"," 11208"
"1661","19K292","J.H.S. 292 MARGARET S. DOUGLAS",199,43,5,"2018"," 11207"
"1662","19K364","I.S. 364 GATEWAY",123,15,5,"2018"," 11239"
"1663","19K404","ACADEMY FOR YOUNG WRITERS",76,13,5,"2018"," 11208"
"1664","19K409","EAST NEW YORK FAMILY ACADEMY",73,5,5,"2018"," 11207"
"1665","19K422","SPRING CREEK COMMUNITY SCHOOL",84,5,5,"2018"," 11208"
"1666","19K452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL",113,34,5,"2018"," 11239"
"1667","19K654","VAN SICLEN COMMUNITY MIDDLE SCHOOL",102,8,5,"2018"," 11207"
"1668","19K661","VISTA ACADEMY",159,36,5,"2018"," 11208"
"1669","19K662","LIBERTY AVENUE MIDDLE SCHOOL",173,21,5,"2018"," 11208"
"1670","19K663","SCHOOL OF THE FUTURE BROOKLYN",59,5,5,"2018"," 11207"
"1671","19K678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE",87,8,5,"2018"," 11208"
"1672","19K760","HIGHLAND PARK COMMUNITY SCHOOL",94,17,5,"2018"," 11208"
"1673","20K030","P.S./I.S. 30 MARY WHITE OVINGTON",128,48,11,"2018"," 11209"
"1674","20K062","J.H.S. 062 DITMAS",455,103,5,"2018"," 11218"
"1675","20K104","P.S./I.S. 104 THE FORT HAMILTON SCHOOL",154,64,10,"2018"," 11209"
"1676","20K163","P.S. 163 BATH BEACH",88,36,5,"2018"," 11214"
"1677","20K180","THE SEEALL ACADEMY",157,84,26,"2018"," 11204"
"1678","20K187","THE CHRISTA MCAULIFFE SCHOOL\I.S. 187",264,239,195,"2018"," 11219"
"1679","20K192","P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE",63,13,5,"2018"," 11204"
"1680","20K201","J.H.S. 201 THE DYKER HEIGHTS",532,349,137,"2018"," 11228"
"1681","20K220","J.H.S. 220 JOHN J. PERSHING",499,176,21,"2018"," 11220"
"1682","20K223","J.H.S. 223 THE MONTAUK",352,140,17,"2018"," 11204"
"1683","20K227","J.H.S. 227 EDWARD B. SHALLOW",514,222,17,"2018"," 11204"
"1684","20K229","P.S. 229 DYKER",117,69,25,"2018"," 11228"
"1685","20K259","J.H.S. 259 WILLIAM MCKINLEY",638,344,94,"2018"," 11228"
"1686","20K609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",84,12,5,"2018"," 11204"
"1687","20K686","BROOKLYN SCHOOL OF INQUIRY",57,52,30,"2018"," 11204"
"1688","21K095","P.S. 095 THE GRAVESEND",48,9,5,"2018"," 11223"
"1689","21K096","I.S. 096 SETH LOW",304,96,6,"2018"," 11204"
"1690","21K098","I.S. 98 BAY ACADEMY",489,352,124,"2018"," 11235"
"1691","21K099","P.S. 099 ISAAC ASIMOV",78,9,5,"2018"," 11230"
"1692","21K121","P.S. 121 NELSON A. ROCKEFELLER",39,11,5,"2018"," 11204"
"1693","21K209","P.S. 209 MARGARET MEAD",64,28,5,"2018"," 11235"
"1694","21K225","P.S. K225 - THE EILEEN E. ZAGLIN",126,39,5,"2018"," 11235"
"1695","21K226","P.S. 226 ALFRED DE B. MASON",103,33,5,"2018"," 11204"
"1696","21K228","I.S. 228 DAVID A. BOODY",427,148,24,"2018"," 11223"
"1697","21K238","P.S. 238 ANNE SULLIVAN",60,13,5,"2018"," 11223"
"1698","21K239","MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED",420,322,164,"2018"," 11224"
"1699","21K281","I.S. 281 JOSEPH B CAVALLARO",506,185,19,"2018"," 11214"
"1700","21K288","P.S. 288 THE SHIRLEY TANYHILL",60,5,5,"2018"," 11224"
"1701","21K303","I.S. 303 HERBERT S. EISENBERG",198,38,5,"2018"," 11224"
"1702","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",90,9,5,"2018"," 11214"
"1703","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",114,16,5,"2018"," 11214"
"1704","22K014","J.H.S. 014 SHELL BANK",198,48,5,"2018"," 11235"
"1705","22K078","J.H.S. 078 ROY H. MANN",189,44,5,"2018"," 11234"
"1706","22K109","P.S. 109",94,18,5,"2018"," 11203"
"1707","22K206","P.S. 206 JOSEPH F LAMB",120,70,8,"2018"," 11229"
"1708","22K207","P.S. 207 ELIZABETH G. LEARY",147,49,6,"2018"," 11234"
"1709","22K234","J.H.S. 234 ARTHUR W. CUNNINGHAM",653,305,67,"2018"," 11229"
"1710","22K240","ANDRIES HUDDE",236,38,5,"2018"," 11210"
"1711","22K278","J.H.S. 278 MARINE PARK",425,105,5,"2018"," 11229"
"1712","22K381","I. S. 381",95,62,5,"2018"," 11210"
"1713","23K041","P.S. 041 FRANCIS WHITE",67,5,5,"2018"," 11212"
"1714","23K137","P.S./I.S. 137 RACHEL JEAN MITCHELL",27,5,5,"2018"," 11233"
"1715","23K155","P.S./ I.S. 155 NICHOLAS HERKIMER",54,7,5,"2018"," 11233"
"1716","23K178","P.S. 178 SAINT CLAIR MCKELWAY",35,6,5,"2018"," 11233"
"1717","23K184","P.S. 184 NEWPORT",55,5,5,"2018"," 11212"
"1718","23K323","P.S./I.S. 323",67,5,5,"2018"," 11212"
"1719","23K363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",90,9,5,"2018"," 11212"
"1720","23K392","I.S. 392",96,90,5,"2018"," 11212"
"1721","23K518","KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY)",65,11,5,"2018"," 11212"
"1722","23K522","MOTT HALL IV",56,6,5,"2018"," 11233"
"1723","23K644","EAGLE ACADEMY FOR YOUNG MEN II",100,7,5,"2018"," 11233"
"1724","23K664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)",31,21,5,"2018"," 11233"
"1725","23K668","RIVERDALE AVENUE MIDDLE SCHOOL",46,5,5,"2018"," 11212"
"1726","23K671","MOTT HALL BRIDGES ACADEMY",55,13,5,"2018"," 11212"
"1727","24Q005","I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL",615,229,43,"2018"," 11373"
"1728","24Q049","P.S. 049 DOROTHY BONAWIT KOLE",146,51,9,"2018"," 11379"
"1729","24Q061","I.S. 061 LEONARDO DA VINCI",773,92,5,"2018"," 11368"
"1730","24Q073","I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL",696,334,50,"2018"," 11378"
"1731","24Q077","I.S. 077",348,53,5,"2018"," 11385"
"1732","24Q087","P.S./I.S. 087 MIDDLE VILLAGE",81,9,5,"2018"," 11379"
"1733","24Q093","I.S. 093 RIDGEWOOD",374,92,7,"2018"," 11385"
"1734","24Q102","P.S. 102 BAYVIEW",156,71,20,"2018"," 11373"
"1735","24Q113","P.S./I.S. 113 ANTHONY J. PRANZO",101,15,5,"2018"," 11385"
"1736","24Q119","I.S. 119 THE GLENDALE",177,85,33,"2018"," 11385"
"1737","24Q125","I.S. 125 THOM J. MCCANN WOODSIDE",575,209,29,"2018"," 11377"
"1738","24Q128","P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",101,30,5,"2018"," 11379"
"1739","24Q311","CORONA ARTS & SCIENCES ACADEMY",290,28,5,"2018"," 11368"
"1740","24Q560","ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",60,38,9,"2018"," 11101"
"1741","25Q025","I.S. 025 ADRIEN BLOCK",347,134,44,"2018"," 11358"
"1742","25Q164","P.S. 164 QUEENS VALLEY",82,31,7,"2018"," 11367"
"1743","25Q185","J.H.S. 185 EDWARD BLEEKER",502,245,77,"2018"," 11354"
"1744","25Q189","J.H.S. 189 DANIEL CARTER BEARD",256,93,21,"2018"," 11355"
"1745","25Q194","J.H.S. 194 WILLIAM CARR",417,156,49,"2018"," 11357"
"1746","25Q200","P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIES AND LEADERSHIP",64,14,5,"2018"," 11365"
"1747","25Q219","P.S. 219 PAUL KLAPPER",80,19,5,"2018"," 11367"
"1748","25Q237","I.S. 237",512,220,57,"2018"," 11355"
"1749","25Q250","I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SC",135,46,5,"2018"," 11366"
"1750","25Q252","QUEENS SCHOOL OF INQUIRY, THE",89,32,6,"2018"," 11366"
"1751","25Q281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES",103,70,17,"2018"," 11355"
"1752","25Q285","WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO",78,18,5,"2018"," 11358"
"1753","25Q294","BELL ACADEMY",94,45,18,"2018"," 11360"
"1754","25Q499","THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",53,38,13,"2018"," 11367"
"1755","26Q067","J.H.S. 067 LOUIS PASTEUR",277,177,78,"2018"," 11362"
"1756","26Q074","J.H.S. 074 NATHANIEL HAWTHORNE",379,199,77,"2018"," 11364"
"1757","26Q158","M.S. 158 MARIE CURIE",369,234,91,"2018"," 11361"
"1758","26Q172","IRWIN ALTMAN MIDDLE SCHOOL 172",341,164,35,"2018"," 11004"
"1759","26Q178","P.S./ IS 178 HOLLISWOOD",58,24,6,"2018"," 11423"
"1760","26Q216","J.H.S. 216 GEORGE J. RYAN",476,296,82,"2018"," 11365"
"1761","26Q266","P.S./I.S. 266",65,31,5,"2018"," 11426"
"1762","27Q042","P.S./M.S 042 R. VERNAM",61,9,5,"2018"," 11692"
"1763","27Q043","P.S. 043",62,5,5,"2018"," 11691"
"1764","27Q047","P.S. 047 CHRIS GALAS",11,5,5,"2018"," 11693"
"1765","27Q053","M.S. 053 BRIAN PICCOLO",109,9,5,"2018"," 11691"
"1766","27Q105","P.S. 105 THE BAY SCHOOL",86,5,5,"2018"," 11691"
"1767","27Q114","P.S./M.S. 114 BELLE HARBOR",41,5,5,"2018"," 11694"
"1768","27Q124","P.S. 124 OSMOND A CHURCH",134,39,5,"2018"," 11420"
"1769","27Q137","M.S. 137 AMERICA'S SCHOOL OF HEROES",623,180,11,"2018"," 11417"
"1770","27Q146","P.S. 146 HOWARD BEACH",55,5,5,"2018"," 11414"
"1771","27Q183","P.S. 183 DR. RICHARD R. GREEN",47,5,5,"2018"," 11693"
"1772","27Q202","J.H.S. 202 ROBERT H. GODDARD",368,112,11,"2018"," 11417"
"1773","27Q207","P.S. 207 ROCKWOOD PARK",70,8,5,"2018"," 11414"
"1774","27Q210","J.H.S. 210 ELIZABETH BLACKWELL",653,151,8,"2018"," 11416"
"1775","27Q226","J.H.S. 226 VIRGIL I. GRISSOM",340,41,5,"2018"," 11420"
"1776","27Q232","P.S. 232 LINDENWOOD",116,33,6,"2018"," 11414"
"1777","27Q262","CHANNEL VIEW SCHOOL FOR RESEARCH",138,34,5,"2018"," 11694"
"1778","27Q282","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI",83,39,5,"2018"," 11691"
"1779","27Q297","HAWTREE CREEK MIDDLE SCHOOL",122,19,5,"2018"," 11420"
"1780","27Q309","ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH",73,9,5,"2018"," 11691"
