"","dbn","feeder_school","n_hs_applicants","n_testers","n_offers","year","zip"
"2412","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL (06M348)",85,6,5,"2020"," 10033"
"2413","06M349","HARBOR HEIGHTS (06M349)",44,5,5,"2020"," 10033"
"2414","06M366","WASHINGTON HEIGHTS ACADEMY (06M366)",55,16,5,"2020"," 10034"
"2415","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL (06M528)",80,7,5,"2020"," 10033"
"2416","07X005","P.S. 5 PORT MORRIS (07X005)",81,5,5,"2020"," 10455"
"2417","07X029","P.S./M.S. 029 MELROSE SCHOOL (07X029)",89,5,5,"2020"," 10451"
"2418","07X031","P.S./M.S. 031 THE WILLIAM LLOYD GARRISON (07X031)",84,12,5,"2020"," 10451"
"2419","07X151","J.H.S. 151 LOU GEHRIG (07X151)",61,5,5,"2020"," 10451"
"2420","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL (07X221)",87,5,5,"2020"," 10454"
"2421","07X223","THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X223 (07X223)",110,5,5,"2020"," 10454"
"2422","07X224","P.S./I.S. 224 (07X224)",85,5,5,"2020"," 10454"
"2423","07X296","SOUTH BRONX ACADEMY FOR APPLIED MEDIA (07X296)",69,11,5,"2020"," 10456"
"2424","07X298","ACADEMY OF PUBLIC RELATIONS (07X298)",79,27,5,"2020"," 10456"
"2425","07X343","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY (07X343)",101,23,5,"2020"," 10454"
"2426","07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE (07X500)",49,9,5,"2020"," 10455"
"2427","07X551","THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (07X551)",66,5,5,"2020"," 10451"
"2428","07X584","I.S. 584 (07X584)",80,6,5,"2020"," 10455"
"2429","08X071","P.S. 071 ROSE E. SCALA (08X071)",173,59,5,"2020"," 10461"
"2430","08X101","M.S. X101 EDWARD R. BYRNE (08X101)",160,86,17,"2020"," 10465"
"2431","08X123","J.H.S. 123 JAMES M. KIERAN (08X123)",137,20,5,"2020"," 10472"
"2432","08X131","J.H.S. 131 ALBERT EINSTEIN (08X131)",160,18,5,"2020"," 10473"
"2433","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS (08X269)",87,5,5,"2020"," 10459"
"2434","08X301","M.S. 301 PAUL L. DUNBAR (08X301)",59,23,5,"2020"," 10456"
"2435","08X302","M.S. 302 LUISA DESSUS CRUZ (08X302)",147,17,5,"2020"," 10455"
"2436","08X337","THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (08X337)",153,43,5,"2020"," 10472"
"2437","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS (08X367)",77,14,5,"2020"," 10473"
"2438","08X371","URBAN INSTITUTE OF MATHEMATICS (08X371)",127,40,5,"2020"," 10465"
"2439","08X375","THE BRONX MATHEMATICS PREPARATORY SCHOOL (08X375)",79,14,5,"2020"," 10473"
"2440","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL (08X376)",58,19,5,"2020"," 10473"
"2441","08X424","THE HUNTS POINT SCHOOL (08X424)",84,12,5,"2020"," 10474"
"2442","08X448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP (08X448)",130,19,5,"2020"," 10473"
"2443","08X467","MOTT HALL COMMUNITY SCHOOL (08X467)",121,19,5,"2020"," 10465"
"2444","08X562","BLUEPRINT MIDDLE SCHOOL (08X562)",190,46,5,"2020"," 10472"
"2445","09X004","P.S./M.S. 004 CROTONA PARK WEST (09X004)",42,5,5,"2020"," 10457"
"2446","09X022","J.H.S. 022 JORDAN L. MOTT (09X022)",126,21,5,"2020"," 10456"
"2447","09X117","I.S. 117 JOSEPH H. WADE (09X117)",118,5,5,"2020"," 10453"
"2448","09X128","MOTT HALL III (09X128)",107,42,5,"2020"," 10456"
"2449","09X215","KAPPA (09X215)",101,20,5,"2020"," 10456"
"2450","09X218","P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL (09X218)",106,31,5,"2020"," 10452"
"2451","09X219","I.S. 219 NEW VENTURE SCHOOL (09X219)",112,5,5,"2020"," 10456"
"2452","09X229","I.S. 229 ROLAND PATTERSON (09X229)",72,6,5,"2020"," 10453"
"2453","09X231","EAGLE ACADEMY FOR YOUNG MEN (09X231)",53,8,5,"2020"," 10457"
"2454","09X232","I.S. 232 (09X232)",147,8,5,"2020"," 10453"
"2455","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE (09X241)",80,7,5,"2020"," 10457"
"2456","09X303","I.S. X303 LEADERSHIP & COMMUNITY SERVICE (09X303)",107,9,5,"2020"," 10453"
"2457","09X313","I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT (09X313)",82,5,5,"2020"," 10457"
"2458","09X323","BRONX WRITING ACADEMY (09X323)",95,9,5,"2020"," 10456"
"2459","09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING (09X324)",58,5,5,"2020"," 10456"
"2460","09X327","COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327 (09X327)",98,9,5,"2020"," 10452"
"2461","09X328","NEW MILLENNIUM BRONX ACADEMY OF THE ARTS (09X328)",108,14,5,"2020"," 10456"
"2462","09X339","I.S. 339 (09X339)",125,25,5,"2020"," 10457"
"2463","09X361","THE HIGHBRIDGE GREEN SCHOOL (09X361)",115,12,5,"2020"," 10452"
"2464","09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE (09X413)",41,5,5,"2020"," 10457"
"2465","09X454","SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL (09X454)",137,40,5,"2020"," 10456"
"2466","09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE (09X505)",91,7,5,"2020"," 10451"
"2467","09X568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX (09X568)",71,7,5,"2020"," 10453"
"2468","09X593","SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL (09X593)",63,5,5,"2020"," 10456"
"2469","09X594","M.S. 594 (09X594)",88,8,5,"2020"," 10456"
"2470","10X003","P.S. 3 RAUL JULIA MICRO SOCIETY (10X003)",41,7,5,"2020"," 10457"
"2471","10X015","P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING (10X015)",63,27,5,"2020"," 10453"
"2472","10X020","PS/MS 20 P.O.GEORGE J. WERDANN, III (10X020)",114,17,5,"2020"," 10467"
"2473","10X037","P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL (10X037)",64,6,5,"2020"," 10463"
"2474","10X045","THOMAS C. GIORDANO MIDDLE SCHOOL 45 (10X045)",240,33,5,"2020"," 10458"
"2475","10X080","J.H.S. 080 THE MOSHOLU PARKWAY (10X080)",216,52,5,"2020"," 10467"
"2476","10X095","P.S. 095 SHEILA MENCHER (10X095)",140,33,5,"2020"," 10463"
"2477","10X118","J.H.S. 118 WILLIAM W. NILES (10X118)",334,146,6,"2020"," 10457"
"2478","10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141) (10X141)",265,86,20,"2020"," 10463"
"2479","10X206","I.S. 206 ANN MERSEREAU (10X206)",96,10,5,"2020"," 10468"
"2480","10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL (10X225)",52,5,5,"2020"," 10457"
"2481","10X228","JONAS BRONCK ACADEMY (10X228)",88,49,5,"2020"," 10458"
"2482","10X243","WEST BRONX ACADEMY FOR THE FUTURE (10X243)",91,5,5,"2020"," 10458"
"2483","10X244","THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM (10X244)",252,75,5,"2020"," 10463"
"2484","10X254","I.S. 254 (10X254)",157,17,5,"2020"," 10458"
"2485","10X279","P.S. 279 CAPTAIN MANUEL RIVERA, JR. (10X279)",116,21,5,"2020"," 10453"
"2486","10X280","P.S./M.S. 280 MOSHOLU PARKWAY (10X280)",93,23,5,"2020"," 10467"
"2487","10X308","BRONX DANCE ACADEMY SCHOOL (10X308)",80,16,5,"2020"," 10467"
"2488","10X331","THE BRONX SCHOOL OF YOUNG LEADERS (10X331)",143,18,5,"2020"," 10453"
"2489","10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS (10X342)",55,5,5,"2020"," 10468"
"2490","10X363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE (10X363)",301,48,5,"2020"," 10468"
"2491","10X368","IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368) (10X368)",142,18,5,"2020"," 10463"
"2492","10X390","M.S. 390 (10X390)",174,29,5,"2020"," 10453"
"2493","10X391","THE ANGELO PATRI MIDDLE SCHOOL (10X391)",154,20,5,"2020"," 10457"
"2494","10X447","CRESTON ACADEMY (10X447)",130,24,5,"2020"," 10453"
"2495","11X019","P.S. 019 JUDITH K. WEISS (11X019)",56,32,5,"2020"," 10470"
"2496","11X083","P.S. 083 DONALD HERTZ (11X083)",180,59,5,"2020"," 10462"
"2497","11X089","P.S. 089 BRONX (11X089)",191,48,5,"2020"," 10469"
"2498","11X127","J.H.S. 127 THE CASTLE HILL (11X127)",313,117,8,"2020"," 10462"
"2499","11X144","J.H.S. 144 MICHELANGELO (11X144)",149,43,5,"2020"," 10469"
"2500","11X175","P.S. 175 CITY ISLAND (11X175)",44,13,5,"2020"," 10464"
"2501","11X180","M.S. 180 DR. DANIEL HALE WILLIAMS (11X180)",365,149,5,"2020"," 10475"
"2502","11X181","I.S. 181 PABLO CASALS (11X181)",279,108,6,"2020"," 10475"
"2503","11X194","P.S./M.S. 194 (11X194)",149,53,11,"2020"," 10462"
"2504","11X287","NORTH BRONX SCHOOL OF EMPOWERMENT (11X287)",135,16,5,"2020"," 10467"
"2505","11X326","BRONX GREEN MIDDLE SCHOOL (11X326)",144,16,5,"2020"," 10467"
"2506","11X355","BRONX ALLIANCE MIDDLE SCHOOL (11X355)",80,9,5,"2020"," 10466"
"2507","11X370","LEADERS OF TOMORROW (11X370)",161,42,5,"2020"," 10467"
"2508","11X462","CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA) (11X462)",62,11,5,"2020"," 10475"
"2509","11X468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT (11X468)",124,21,5,"2020"," 10467"
"2510","11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY (11X498)",87,36,5,"2020"," 10462"
"2511","11X529","ONE WORLD MIDDLE SCHOOL AT EDENWALD (11X529)",109,29,5,"2020"," 10466"
"2512","11X532","BAYCHESTER MIDDLE SCHOOL (11X532)",100,13,5,"2020"," 10466"
"2513","11X556","BRONX PARK MIDDLE SCHOOL (11X556)",141,23,5,"2020"," 10467"
"2514","11X566","PELHAM GARDENS MIDDLE SCHOOL (11X566)",148,21,5,"2020"," 10469"
"2515","12X098","J.H.S. 098 HERMAN RIDDER (12X098)",79,5,5,"2020"," 10460"
"2516","12X129","M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP (12X129)",155,14,5,"2020"," 10460"
"2517","12X190","E.S.M.T- I.S. 190 (12X190)",89,13,5,"2020"," 10460"
"2518","12X211","P.S. 211 (12X211)",59,8,5,"2020"," 10457"
"2519","12X214","P.S. 214 (12X214)",138,22,5,"2020"," 10460"
"2520","12X217","SCHOOL OF PERFORMING ARTS (12X217)",126,16,5,"2020"," 10459"
"2521","12X242","MOTT HALL V (12X242)",92,6,5,"2020"," 10472"
"2522","12X267","BRONX LATIN (12X267)",72,5,5,"2020"," 10456"
"2523","12X271","EAST BRONX ACADEMY FOR THE FUTURE (12X271)",86,10,5,"2020"," 10460"
"2524","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL (12X273)",61,12,5,"2020"," 10457"
"2525","12X286","FANNIE LOU HAMER MIDDLE SCHOOL (12X286)",93,19,5,"2020"," 10460"
"2526","12X316","KAPPA III (12X316)",104,23,5,"2020"," 10460"
"2527","12X318","I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS (12X318)",70,42,5,"2020"," 10457"
"2528","12X341","ACCION ACADEMY (12X341)",92,8,5,"2020"," 10459"
"2529","12X383","EMOLIOR ACADEMY (12X383)",132,32,5,"2020"," 10460"
"2530","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER (13K113)",105,35,5,"2020"," 11205"
"2531","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS (13K265)",16,5,5,"2020"," 11205"
"2532","13K266","M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL (13K266)",56,14,5,"2020"," 11217"
"2533","13K301","SATELLITE EAST MIDDLE SCHOOL (13K301)",27,5,5,"2020"," 11216"
"2534","13K313","DOCK STREET SCHOOL FOR STEAM STUDIES (13K313)",91,25,5,"2020"," 11201"
"2535","13K351","THE URBAN ASSEMBLY UNISON SCHOOL (13K351)",51,10,5,"2020"," 11238"
"2536","13K492","ACADEMY OF ARTS AND LETTERS (13K492)",61,31,5,"2020"," 11205"
"2537","13K527","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN (13K527)",65,18,5,"2020"," 11201"
"2538","13K691","FORT GREENE PREPARATORY ACADEMY (13K691)",75,12,5,"2020"," 11205"
"2539","14K050","J.H.S. 050 JOHN D. WELLS (14K050)",117,17,5,"2020"," 11211"
"2540","14K071","JUAN MOREL CAMPOS SECONDARY SCHOOL (14K071)",58,5,5,"2020"," 11206"
"2541","14K084","P.S. 084 JOSE DE DIEGO (14K084)",86,33,5,"2020"," 11211"
"2542","14K126","JOHN ERICSSON MIDDLE SCHOOL 126 (14K126)",105,17,5,"2020"," 11222"
"2543","14K157","P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY (14K157)",55,16,5,"2020"," 11205"
"2544","14K318","I.S. 318 EUGENIO MARIA DE HOSTOS (14K318)",419,158,29,"2020"," 11206"
"2545","14K577","CONSELYEA PREPARATORY SCHOOL (14K577)",145,63,5,"2020"," 11211"
"2546","14K582","M.S. 582 (14K582)",109,22,5,"2020"," 11206"
"2547","14K586","LYONS COMMUNITY SCHOOL (14K586)",52,5,5,"2020"," 11206"
"2548","14K614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN (14K614)",29,8,5,"2020"," 11206"
"2549","15K051","M.S. 51 WILLIAM ALEXANDER (15K051)",364,233,78,"2020"," 11215"
"2550","15K088","J.H.S. 088 PETER ROUGET (15K088)",495,136,6,"2020"," 11215"
"2551","15K136","I.S. 136 CHARLES O. DEWEY (15K136)",181,42,5,"2020"," 11232"
"2552","15K442","M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION (15K442)",130,49,17,"2020"," 11231"
"2553","15K443","NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS (15K443)",182,85,24,"2020"," 11215"
"2554","15K447","THE MATH & SCIENCE EXPLORATORY SCHOOL (15K447)",184,109,32,"2020"," 11217"
"2555","15K448","BROOKLYN COLLABORATIVE STUDIES (15K448)",97,15,5,"2020"," 11231"
"2556","15K464","PARK SLOPE COLLEGIATE (15K464)",92,34,5,"2020"," 11215"
"2557","15K497","THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES (15K497)",151,65,16,"2020"," 11201"
"2558","15K821","SUNSET PARK PREP (15K821)",176,42,5,"2020"," 11232"
"2559","15K839","M.S. 839 (15K839)",109,25,6,"2020"," 11218"
"2560","16K035","M.S. 035 STEPHEN DECATUR (16K035)",57,25,5,"2020"," 11233"
"2561","16K057","WHITELAW REID ACADEMY OF ARTS AND BUSINESS (16K057)",33,5,5,"2020"," 11221"
"2562","16K267","M.S. 267 MATH, SCIENCE & TECHNOLOGY (16K267)",70,28,5,"2020"," 11221"
"2563","16K308","P.S. 308 CLARA CARDWELL (16K308)",28,5,5,"2020"," 11221"
"2564","16K681","MADIBA PREP MIDDLE SCHOOL (16K681)",68,23,5,"2020"," 11221"
"2565","16K898","THE BROOKLYN GREEN SCHOOL (16K898)",41,14,5,"2020","11213"
"2566","17K002","PARKSIDE PREPARATORY ACADEMY (17K002)",136,22,5,"2020"," 11226"
"2567","17K061","M.S. 061 DR. GLADSTONE H. ATWELL (17K061)",194,62,5,"2020"," 11225"
"2568","17K138","P.S. 138 BROOKLYN (17K138)",77,23,5,"2020"," 11216"
"2569","17K181","P.S. 181 BROOKLYN (17K181)",82,17,5,"2020"," 11203"
"2570","17K189","P.S. 189 THE BILINGUAL CENTER (17K189)",116,33,5,"2020"," 11212"
"2571","17K246","M.S. 246 WALT WHITMAN (17K246)",124,14,5,"2020"," 11226"
"2572","17K340","I.S. 340 (17K340)",56,6,5,"2020"," 11238"
"2573","17K352","EBBETS FIELD MIDDLE SCHOOL (17K352)",49,7,5,"2020"," 11225"
"2574","17K353","ELIJAH STROUD MIDDLE SCHOOL (17K353)",63,5,5,"2020"," 11238"
"2575","17K354","THE SCHOOL OF INTEGRATED LEARNING (17K354)",117,57,5,"2020"," 11213"
"2576","17K382","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL (17K382)",40,5,5,"2020"," 11226"
"2577","17K394","M.S. K394 (17K394)",49,5,5,"2020"," 11213"
"2578","17K484","RONALD EDMONDS LEARNING CENTER II (17K484)",49,5,5,"2020"," 11233"
"2579","17K543","SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS (17K543)",91,18,5,"2020"," 11226"
"2580","17K590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL (17K590)",165,27,5,"2020"," 11225"
"2581","17K722","NEW HEIGHTS MIDDLE SCHOOL (17K722)",94,12,5,"2020"," 11203"
"2582","18K066","P.S. 66 (18K066)",104,20,5,"2020"," 11236"
"2583","18K068","I.S. 068 ISAAC BILDERSEE (18K068)",64,10,5,"2020"," 11236"
"2584","18K211","I.S. 211 JOHN WILSON (18K211)",98,19,5,"2020"," 11236"
"2585","18K235","P.S. 235 JANICE MARIE KNIGHT SCHOOL (18K235)",92,77,11,"2020"," 11236"
"2586","18K285","I.S. 285 MEYER LEVIN (18K285)",267,46,5,"2020"," 11203"
"2587","18K366","THE SCIENCE AND MEDICINE MIDDLE SCHOOL (18K366)",126,35,5,"2020"," 11236"
"2588","18K581","THE MIDDLE SCHOOL OF MEDIA, LAW AND FINE ARTS (18K581)",92,7,5,"2020"," 11203"
"2589","18K588","MIDDLE SCHOOL FOR ART AND PHILOSOPHY (18K588)",48,5,5,"2020"," 11212"
"2590","18K763","BROOKLYN SCIENCE AND ENGINEERING ACADEMY (18K763)",115,31,5,"2020"," 11203"
"2591","19K089","P.S. 089 CYPRESS HILLS (19K089)",60,7,5,"2020"," 11207"
"2592","19K171","I.S. 171 ABRAHAM LINCOLN (19K171)",104,14,5,"2020"," 11208"
"2593","19K218","J.H.S. 218 JAMES P. SINNOTT (19K218)",140,13,5,"2020"," 11208"
"2594","19K292","J.H.S. 292 MARGARET S. DOUGLAS (19K292)",167,33,5,"2020"," 11207"
"2595","19K364","I.S. 364 GATEWAY (19K364)",76,15,5,"2020"," 11239"
"2596","19K404","ACADEMY FOR YOUNG WRITERS (19K404)",67,5,5,"2020"," 11208"
"2597","19K409","EAST NEW YORK FAMILY ACADEMY (19K409)",69,5,5,"2020"," 11207"
"2598","19K422","SPRING CREEK COMMUNITY SCHOOL (19K422)",67,5,5,"2020"," 11208"
"2599","19K452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL (19K452)",102,34,5,"2020"," 11239"
"2600","19K654","VAN SICLEN COMMUNITY MIDDLE SCHOOL (19K654)",105,5,5,"2020"," 11207"
"2601","19K661","VISTA ACADEMY (19K661)",153,21,5,"2020"," 11208"
"2602","19K662","LIBERTY AVENUE MIDDLE SCHOOL (19K662)",162,22,5,"2020"," 11208"
"2603","19K663","SCHOOL OF THE FUTURE BROOKLYN (19K663)",54,5,5,"2020"," 11207"
"2604","19K678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE (19K678)",84,5,5,"2020"," 11208"
"2605","19K760","HIGHLAND PARK COMMUNITY SCHOOL (19K760)",102,20,5,"2020"," 11208"
"2606","19K907","LEGACY SCHOOL OF THE ARTS (19K907)",43,6,5,"2020"," 11207"
"2607","20K030","P.S./I.S. 30 MARY WHITE OVINGTON (20K030)",119,42,9,"2020"," 11209"
"2608","20K062","J.H.S. 062 DITMAS (20K062)",386,90,6,"2020"," 11218"
"2609","20K104","P.S./I.S. 104 THE FORT HAMILTON SCHOOL (20K104)",157,62,7,"2020"," 11209"
"2610","20K163","P.S. 163 BATH BEACH (20K163)",72,25,5,"2020"," 11214"
"2611","20K180","THE SEEALL ACADEMY (20K180)",169,92,18,"2020"," 11204"
"2612","20K187","THE CHRISTA MCAULIFFE SCHOOL\I.S. 187 (20K187)",340,315,221,"2020"," 11219"
"2613","20K192","P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY (20K192)",60,9,5,"2020"," 11204"
"2614","20K201","J.H.S. 201 THE DYKER HEIGHTS (20K201)",571,342,102,"2020"," 11228"
"2615","20K220","J.H.S. 220 JOHN J. PERSHING (20K220)",524,153,17,"2020"," 11220"
"2616","20K223","J.H.S. 223 THE MONTAUK (20K223)",316,96,12,"2020"," 11204"
"2617","20K227","J.H.S. 227 EDWARD B. SHALLOW (20K227)",516,164,18,"2020"," 11204"
"2618","20K229","P.S. 229 DYKER (20K229)",121,73,14,"2020"," 11228"
"2619","20K259","J.H.S. 259 WILLIAM MCKINLEY (20K259)",578,318,82,"2020"," 11228"
"2620","20K609","URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERMENT (20K609)",71,15,5,"2020"," 11204"
"2621","20K686","BROOKLYN SCHOOL OF INQUIRY (20K686)",53,41,25,"2020"," 11204"
"2622","21K095","P.S. 095 THE GRAVESEND (21K095)",60,19,5,"2020"," 11223"
"2623","21K096","I.S. 096 SETH LOW (21K096)",267,71,5,"2020"," 11204"
"2624","21K098","I.S. 98 BAY ACADEMY (21K098)",534,374,110,"2020"," 11235"
"2625","21K099","P.S. 099 ISAAC ASIMOV (21K099)",85,16,5,"2020"," 11230"
"2626","21K121","P.S. 121 NELSON A. ROCKEFELLER (21K121)",28,6,5,"2020"," 11204"
"2627","21K209","P.S. 209 MARGARET MEAD (21K209)",67,13,5,"2020"," 11235"
"2628","21K225","P.S. K225 - THE EILEEN E. ZAGLIN (21K225)",127,25,5,"2020"," 11235"
"2629","21K226","P.S. 226 ALFRED DE B. MASON (21K226)",101,43,5,"2020"," 11204"
"2630","21K228","I.S. 228 DAVID A. BOODY (21K228)",488,187,19,"2020"," 11223"
"2631","21K238","P.S. 238 ANNE SULLIVAN (21K238)",65,16,5,"2020"," 11223"
"2632","21K239","MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED (21K239)",424,298,151,"2020"," 11224"
"2633","21K281","I.S. 281 JOSEPH B CAVALLARO (21K281)",408,145,18,"2020"," 11214"
"2634","21K288","P.S. 288 THE SHIRLEY TANYHILL (21K288)",45,13,5,"2020"," 11224"
"2635","21K303","I.S. 303 HERBERT S. EISENBERG (21K303)",192,38,5,"2020"," 11224"
"2636","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL (21K468)",102,5,5,"2020"," 11214"
"2637","21K690","BROOKLYN STUDIO SECONDARY SCHOOL (21K690)",112,15,5,"2020"," 11214"
"2638","22K014","J.H.S. 014 SHELL BANK (22K014)",179,32,5,"2020"," 11235"
"2639","22K078","J.H.S. 078 ROY H. MANN (22K078)",180,32,5,"2020"," 11234"
"2640","22K109","P.S. 109 (22K109)",61,7,5,"2020"," 11203"
"2641","22K206","P.S. 206 JOSEPH F LAMB (22K206)",141,73,12,"2020"," 11229"
"2642","22K207","P.S. 207 ELIZABETH G. LEARY (22K207)",117,37,5,"2020"," 11234"
"2643","22K234","J.H.S. 234 ARTHUR W. CUNNINGHAM (22K234)",510,217,37,"2020"," 11229"
"2644","22K240","ANDRIES HUDDE (22K240)",203,33,5,"2020"," 11210"
"2645","22K278","J.H.S. 278 MARINE PARK (22K278)",358,65,11,"2020"," 11229"
"2646","22K381","I. S. 381 (22K381)",100,34,5,"2020"," 11210"
"2647","22K890","M.S. 890 (22K890)",95,32,5,"2020"," 11218"
"2648","23K041","P.S. 041 FRANCIS WHITE (23K041)",53,5,5,"2020"," 11212"
"2649","23K155","P.S./ I.S. 155 NICHOLAS HERKIMER (23K155)",32,5,5,"2020"," 11233"
"2650","23K178","P.S. 178 SAINT CLAIR MCKELWAY (23K178)",40,10,5,"2020"," 11233"
"2651","23K184","P.S. 184 NEWPORT (23K184)",48,5,5,"2020"," 11212"
"2652","23K323","P.S./I.S. 323 (23K323)",45,6,5,"2020"," 11212"
"2653","23K363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL (23K363)",93,8,5,"2020"," 11212"
"2654","23K392","I.S. 392 (23K392)",91,46,5,"2020"," 11212"
"2655","23K518","KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY) (23K518)",56,5,5,"2020"," 11212"
"2656","23K522","MOTT HALL IV (23K522)",61,9,5,"2020"," 11233"
"2657","23K644","EAGLE ACADEMY FOR YOUNG MEN II (23K644)",96,5,5,"2020"," 11233"
"2658","23K664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES) (23K664)",56,5,5,"2020"," 11233"
"2659","23K668","RIVERDALE AVENUE MIDDLE SCHOOL (23K668)",42,8,5,"2020"," 11212"
"2660","23K671","MOTT HALL BRIDGES ACADEMY (23K671)",65,7,5,"2020"," 11212"
"2661","24Q005","I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL (24Q005)",579,172,27,"2020"," 11373"
"2662","24Q049","P.S. 049 DOROTHY BONAWIT KOLE (24Q049)",129,52,10,"2020"," 11379"
"2663","24Q061","I.S. 061 LEONARDO DA VINCI (24Q061)",708,82,5,"2020"," 11368"
"2664","24Q073","I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL (24Q073)",764,257,44,"2020"," 11378"
"2665","24Q077","I.S. 077 (24Q077)",287,45,5,"2020"," 11385"
"2666","24Q087","P.S./I.S. 087 MIDDLE VILLAGE (24Q087)",56,12,5,"2020"," 11379"
"2667","24Q093","I.S. 093 RIDGEWOOD (24Q093)",388,56,5,"2020"," 11385"
"2668","24Q102","P.S. 102 BAYVIEW (24Q102)",137,65,10,"2020"," 11373"
"2669","24Q113","P.S./I.S. 113 ANTHONY J. PRANZO (24Q113)",100,22,5,"2020"," 11385"
"2670","24Q119","P.S./I.S. 119 THE GLENDALE (24Q119)",216,81,34,"2020"," 11385"
"2671","24Q125","I.S. 125 THOM J. MCCANN WOODSIDE (24Q125)",498,174,20,"2020"," 11377"
"2672","24Q128","P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL (24Q128)",111,45,5,"2020"," 11379"
"2673","24Q311","CORONA ARTS & SCIENCES ACADEMY (24Q311)",183,12,5,"2020"," 11368"
"2674","24Q560","ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY (24Q560)",45,23,5,"2020"," 11101"
"2675","25Q025","I.S. 025 ADRIEN BLOCK (25Q025)",364,140,37,"2020"," 11358"
"2676","25Q164","P.S. 164 QUEENS VALLEY (25Q164)",76,26,5,"2020"," 11367"
"2677","25Q185","J.H.S. 185 EDWARD BLEEKER (25Q185)",478,248,80,"2020"," 11354"
